customer_id,first_name,last_name,country,city,email,signup_date,loyalty_status,age
CUST_1138,Ben,Müller,Germany,Berlin,ben.müller@outlook.com,11/2/2021,Gold,55
CUST_1139,Alice,Bernard,France,Toulouse,alice.bernard@icloud.com,8/24/2025,,54
CUST_1140,Chloé,Lefebvre,France,Paris,CHLOÉ.LEFEBVRE@YAHOO.COM,9/23/2022,Silver,69
CUST_1141,Chloé,Willems,Luxembourg,Luxembourg City,chloé.willems@gmail.com,6/23/2024,Gold,47
CUST_1142,Daan,Bakker,Netherlands,Amsterdam,,11/15/2024,,55
CUST_1143,Ben,Meyer,Germany,Munich,ben.meyer@icloud.com,12/13/2023,None,34
CUST_1144,Gabriel,Bernard,Luxembourg,Esch-sur-Alzette,gabriel.bernard@yahoo.com,2/17/2024,Platinum,42
CUST_1145,Anna,de Vries,Netherlands,The Hague,anna.devries@yahoo.com,8/13/2022,,66
CUST_1146,Finn,Wagner,Germany,Hamburg,finn.wagner@outlook.com,12/11/2022,Platinum,64
CUST_1147,Hannah,Schmidt,Germany,Cologne,hannah.schmidt@yahoo.com,6/14/2024,Gold,38
CUST_1148,Noah,De Smet,Belgium,Antwerp,noah.desmet@gmail.com,10/27/2024,,23
CUST_1149,Lucas,Visser,Netherlands,The Hague,lucas.visser@hotmail.com,8/8/2022,,28
CUST_1150,Daan,Jansen,Netherlands,The Hague,DAAN.JANSEN@OUTLOOK.COM,6/2/2025,Platinum,70
CUST_1151,Sofie,Maes,Belgium,Leuven,sofie.maes@icloud.com,8/6/2024,Gold,54
CUST_1152,Jules,Willems,Luxembourg,Luxembourg City,jules.willems@gmail.com,1/11/2025,Platinum,70
CUST_1153,Louise,Bernard,France,Nice,louise.bernard@hotmail.com,10/2/2024,None,31
CUST_1154,Louise,Martin,France,Marseille,louise.martin@hotmail.com,9/11/2022,Silver,59
CUST_1155,Alice,Michel,France,Lyon,alice.michel@gmail.com,11/6/2024,Platinum,68
CUST_1156,Marie,Maes,Belgium,Leuven,MARIE.MAES@OUTLOOK.COM,3/12/2025,None,46
CUST_1157,Chloé,Michel,Luxembourg,Luxembourg City,chloé.michel@outlook.com,12/13/2023,Platinum,68
CUST_1158,Emma,Janssens,Belgium,Leuven,emma.janssens@icloud.com,10/16/2025,Gold,30
CUST_1159,Chloé,Peeters,Luxembourg,Esch-sur-Alzette,chloé.peeters@gmail.com,4/29/2021,Platinum,66
CUST_1160,Louise,Maes,Belgium,Brussels,LOUISE.MAES@OUTLOOK.COM,5/11/2021,Silver,26
CUST_1161,Ben,Schneider,Germany,Frankfurt,ben.schneider@outlook.com,8/15/2024,None,46
CUST_1162,Finn,Fischer,Germany,Berlin,finn.fischer@icloud.com,1/6/2024,Gold,31
CUST_1163,Sofie,Maes,Belgium,Bruges,sofie.maes@icloud.com,8/2/2023,Gold,40
CUST_1164,Sofie,Mertens,Belgium,Liège,sofie.mertens@hotmail.com,5/8/2022,,29
CUST_1165,Lars,Willems,Belgium,Liège,LARS.WILLEMS@GMAIL.COM,1/11/2024,Gold,26
CUST_1166,Emma,Jacobs,Luxembourg,Esch-sur-Alzette,emma.jacobs@icloud.com,9/11/2022,,65
CUST_1167,Lucas,de Vries,Netherlands,Utrecht,lucas.devries@gmail.com,12/25/2021,,50
CUST_1168,Ben,Schneider,Germany,Stuttgart,ben.schneider@hotmail.com,11/2/2021,,34
CUST_1169,Hannah,Wagner,Germany,Munich,HANNAH.WAGNER@YAHOO.COM,4/29/2021,,49
CUST_1170,Marie,Mertens,Luxembourg,Luxembourg City,marie.mertens@yahoo.com,10/1/2025,Gold,57
CUST_1171,Marie,Jacobs,Belgium,Liège,marie.jacobs@icloud.com,4/9/2025,,65
CUST_1172,Anna,Jansen,Netherlands,Utrecht,ANNA.JANSEN@YAHOO.COM,2/27/2025,Gold,53
CUST_1173,Louise,Mertens,Luxembourg,Luxembourg City,louise.mertens@icloud.com,8/21/2024,Platinum,39
CUST_1174,Chloé,Martin,Luxembourg,Luxembourg City,chloé.martin@hotmail.com,10/3/2022,Gold,59
CUST_1175,Daan,de Vries,Netherlands,Eindhoven,daan.devries@icloud.com,11/7/2022,Gold,59
CUST_1176,Mia,Schneider,Germany,Frankfurt,mia.schneider@hotmail.com,10/14/2021,Gold,54
CUST_1177,Emma,Bernard,Luxembourg,Luxembourg City,emma.bernard@gmail.com,4/25/2023,Gold,63
CUST_1178,Lucas,Janssens,Belgium,Antwerp,LUCAS.JANSSENS@ICLOUD.COM,6/16/2024,None,65
CUST_1179,Sofie,Willems,Belgium,Leuven,,8/11/2022,None,
CUST_1180,Emma,de Jong,Netherlands,Eindhoven,emma.dejong@outlook.com,12/27/2022,Silver,48
CUST_1181,Jules,Laurent,France,Nice,jules.laurent@outlook.com,10/3/2025,Silver,64
CUST_1182,Louise,Jacobs,Belgium,Bruges,louise.jacobs@icloud.com,6/19/2021,Platinum,50
CUST_1183,Noah,Bernard,Luxembourg,Luxembourg City,noah.bernard@outlook.com,9/1/2023,Platinum,27
CUST_1184,Emma,Maes,Luxembourg,Esch-sur-Alzette,emma.maes@gmail.com,12/30/2024,Platinum,27
CUST_1185,Sophie,Bakker,Netherlands,The Hague,sophie.bakker@icloud.com,11/12/2024,Platinum,55
CUST_1186,Emma,Jacobs,Belgium,Antwerp,emma.jacobs@gmail.com,3/24/2023,Silver,43
CUST_1187,Chloé,Laurent,France,Lyon,chloé.laurent@yahoo.com,4/14/2024,,28
CUST_1188,Louise,Michel,France,Paris,louise.michel@gmail.com,11/12/2021,Platinum,43
CUST_1189,Emma,Janssens,Belgium,Ghent,emma.janssens@hotmail.com,1/19/2022,,58
CUST_1190,Alice,Peeters,Luxembourg,Luxembourg City,ALICE.PEETERS@GMAIL.COM,10/27/2022,Platinum,23
CUST_1191,Finn,Wagner,Germany,Berlin,finn.wagner@icloud.com,12/14/2021,Gold,33
CUST_1192,Arthur,Dubois,France,Toulouse,arthur.duboisoutlook.com,9/19/2023,Platinum,46
CUST_1193,Anna,Bakker,Netherlands,Eindhoven,ANNA.BAKKER@OUTLOOK.COM,,None,62
CUST_1194,Chloé,Dubois,France,Toulouse,chloé.dubois@icloud.com,2/16/2022,None,34
CUST_1195,Arthur,Michel,France,Lille,arthur.michel@hotmail.com,7/29/2022,Platinum,48
CUST_1196,Noah,Willems,Belgium,Leuven,noah.willems@outlook.com,8/4/2023,None,36
CUST_1197,Emma,Lefebvre,France,Toulouse,emma.lefebvre@hotmail.com,11/12/2021,Silver,47
CUST_1198,Sophia,Weber,Germany,Frankfurt,sophia.weber@icloud.com,1/19/2024,,46
CUST_1199,Lucas,Peeters,Luxembourg,Luxembourg City,lucas.peeters@yahoo.com,8/14/2024,Platinum,48
CUST_1200,Emma,Müller,Germany,Berlin,emma.müller@yahoo.com,11/9/2024,Platinum,51
CUST_1201,Sophia,Wagner,Germany,Stuttgart,sophia.wagner@icloud.com,9/16/2023,Silver,49
CUST_1202,Lucas,Maes,Belgium,Ghent,lucas.maes@yahoo.com,9/3/2023,None,69
CUST_1203,Emma,Dubois,France,Paris,,6/27/2025,Gold,70
CUST_1204,Thomas,Bernard,Luxembourg,Luxembourg City,thomas.bernard@yahoo.com,4/10/2023,None,34
CUST_1205,Ben,Meyer,Germany,Cologne,ben.meyer@outlook.com,,Silver,40
CUST_1206,Noah,Michel,Luxembourg,Luxembourg City,noah.michel@yahoo.com,11/2/2025,Platinum,63
CUST_1207,Arthur,Dubois,Luxembourg,Esch-sur-Alzette,arthur.dubois@icloud.com,12/20/2021,Platinum,68
CUST_1208,Lucas,Laurent,Luxembourg,Luxembourg City,lucas.laurent@yahoo.com,11/21/2024,None,47
CUST_1209,Marie,Dubois,Luxembourg,Esch-sur-Alzette,marie.dubois@hotmail.com,8/14/2024,,34
CUST_1210,Anna,de Vries,Netherlands,Rotterdam,anna.devries@outlook.com,1/6/2023,Gold,54
CUST_1211,Lucas,Bakker,Netherlands,Eindhoven,lucas.bakker@hotmail.com,6/29/2023,,28
CUST_1212,Noah,Maes,Belgium,Brussels,noah.maes@yahoo.com,3/4/2024,,54
CUST_1213,Noah,Dubois,Luxembourg,Luxembourg City,noah.dubois@yahoo.com,8/12/2025,None,69
CUST_1214,Louise,Mertens,Luxembourg,Luxembourg City,louise.mertens@outlook.com,12/15/2022,None,28
CUST_1215,Noah,Peeters,Belgium,Liège,noah.peeters@icloud.com,5/27/2023,Gold,31
CUST_1216,Daan,Bakker,Netherlands,Utrecht,daan.bakker@icloud.com,12/12/2024,Platinum,59
CUST_1217,Noah,Maes,Luxembourg,Esch-sur-Alzette,noah.maes@gmail.com,9/29/2021,Platinum,68
CUST_1218,Lucas,van den Berg,Netherlands,Rotterdam,lucas.vandenberg@icloud.com,6/4/2021,None,28
CUST_1219,Louis,Simon,Luxembourg,Esch-sur-Alzette,louis.simon@hotmail.com,,Silver,69
CUST_1220,Mia,Wagner,Germany,Berlin,mia.wagner@icloud.com,10/11/2023,Platinum,41
CUST_1221,Marie,Dubois,Luxembourg,Esch-sur-Alzette,marie.dubois@yahoo.com,,Silver,52
CUST_1222,Lucas,Jacobs,Belgium,Bruges,lucas.jacobs@gmail.com,9/28/2021,Gold,42
CUST_1223,Emma,Michel,France,Marseille,emma.michel@yahoo.com,4/17/2021,Gold,42
CUST_1224,Emma,Meyer,Germany,Berlin,EMMA.MEYER@GMAIL.COM,11/30/2023,Silver,23
CUST_1225,Emma,Lefebvre,France,Toulouse,emma.lefebvre@outlook.com,7/9/2025,Platinum,43
CUST_1226,Gabriel,Laurent,France,Lyon,gabriel.laurentoutlook.com,12/3/2021,Gold,69
CUST_1227,Lucas,Bakker,Netherlands,The Hague,LUCAS.BAKKER@OUTLOOK.COM,4/22/2024,None,45
CUST_1228,Gabriel,Bernard,France,Marseille,gabriel.bernard@gmail.com,8/7/2022,Silver,67
CUST_1229,Louise,Simon,France,Nice,louise.simon@icloud.com,5/25/2025,None,38
CUST_1230,Emma,Schmidt,Germany,Frankfurt,emma.schmidticloud.com,,Gold,43
CUST_1231,Finn,Schneider,Germany,Cologne,finn.schneider@outlook.com,2/4/2021,Platinum,23
CUST_1232,Daan,de Jong,Netherlands,The Hague,daan.dejong@icloud.com,5/18/2023,,28
CUST_1233,Marie,Willems,Luxembourg,Luxembourg City,marie.willemsyahoo.com,11/15/2021,,48
CUST_1234,Marie,De Smet,Belgium,Bruges,MARIE.DESMETOUTLOOK.COM,7/18/2023,Platinum,26
CUST_1235,Emma,de Jong,Netherlands,Rotterdam,emma.dejong@gmail.com,5/23/2025,Gold,39
CUST_1236,Gabriel,Michel,France,Marseille,GABRIEL.MICHEL@GMAIL.COM,7/12/2022,,39
CUST_1237,Lars,Jacobs,Belgium,Leuven,lars.jacobsyahoo.com,11/19/2021,,29
CUST_1238,Noah,De Smet,Belgium,Leuven,noah.desmetgmail.com,8/25/2023,Gold,32
CUST_1239,Louise,Peeters,Belgium,Ghent,louise.peeters@outlook.com,6/9/2021,,30
CUST_1240,Lucas,Peeters,Belgium,Leuven,LUCAS.PEETERS@GMAIL.COM,8/2/2022,Platinum,42
CUST_1241,Lars,Janssens,Belgium,Ghent,lars.janssens@outlook.com,5/12/2022,None,60
CUST_1242,Sophie,Jansen,Netherlands,Amsterdam,,11/21/2024,Silver,44
CUST_1243,Leon,Müller,Germany,Munich,leon.müller@icloud.com,10/19/2021,Silver,28
CUST_1244,Lucas,Visser,Netherlands,Utrecht,LUCAS.VISSER@HOTMAIL.COM,10/1/2021,Silver,48
CUST_1245,Emma,Mertens,Luxembourg,Luxembourg City,emma.mertens@outlook.com,3/16/2023,Platinum,70
CUST_1246,Chloé,Dubois,France,Lyon,CHLOÉ.DUBOIS@GMAIL.COM,8/12/2021,None,33
CUST_1247,Mia,Fischer,Germany,Berlin,mia.fischer@icloud.com,8/7/2023,Silver,30
CUST_1248,Noah,Visser,Netherlands,Eindhoven,noah.visser@gmail.com,12/27/2024,None,45
CUST_1249,Emma,Laurent,Luxembourg,Esch-sur-Alzette,emma.laurent@yahoo.com,10/17/2025,,70
CUST_1250,Emma,van den Berg,Netherlands,Amsterdam,EMMA.VANDENBERG@OUTLOOK.COM,4/1/2022,Platinum,48
CUST_1251,Marie,Mertens,Belgium,Brussels,marie.mertens@gmail.com,7/16/2025,Silver,44
CUST_1252,Lars,Janssens,Belgium,Antwerp,lars.janssens@icloud.com,2/23/2023,Platinum,34
CUST_1253,Liam,de Vries,Netherlands,Utrecht,LIAM.DEVRIES@HOTMAIL.COM,5/19/2022,None,54
CUST_1254,Chloé,Janssens,Luxembourg,Luxembourg City,chloé.janssens@yahoo.com,6/21/2025,,63
CUST_1255,Louise,Mertens,Belgium,Liège,louise.mertens@yahoo.com,3/4/2024,Platinum,47
CUST_1256,Daan,de Vries,Netherlands,Eindhoven,,7/15/2025,Platinum,56
CUST_1257,Lars,Maes,Luxembourg,Luxembourg City,lars.maes@outlook.com,2/18/2025,,37
CUST_1258,Mia,Wagner,Germany,Munich,mia.wagner@outlook.com,1/5/2023,Platinum,24
CUST_1259,Marie,Dubois,Luxembourg,Luxembourg City,marie.dubois@hotmail.com,,Gold,61
CUST_1260,Lars,Janssens,Belgium,Ghent,LARS.JANSSENS@ICLOUD.COM,7/2/2025,Silver,43
