customer_id,first_name,last_name,country,city,email,signup_date,loyalty_status,age,email_original,signup_date_missing
CUST_1033,Louise,Willems,Belgium,Leuven,louise.willems@icloud.com,6/26/2023,Unclassified,60.0,louise.willems@icloud.com,False
CUST_1036,Noah,Maes,Belgium,Liège,noah.maes@icloud.com,1/21/2024,Platinum,32.0,noah.maes@icloud.com,False
CUST_1038,Leon,Weber,Germany,Cologne,leon.weber@hotmail.com,2/13/2025,Silver,39.0,leon.weber@hotmail.com,False
CUST_1040,Jules,Willems,Luxembourg,Luxembourg City,jules.willems@icloud.com,8/21/2023,Platinum,44.0,jules.willems@icloud.com,False
CUST_1041,Lucas,Maes,Belgium,Bruges,lucas.maes@hotmail.com,2/1/2024,Platinum,28.0,lucas.maes@hotmail.com,False
CUST_1045,Anna,Visser,Netherlands,Utrecht,anna.visser@icloud.com,8/26/2023,Gold,58.0,anna.visser@icloud.com,False
CUST_1046,Hannah,Weber,Germany,Cologne,hannah.weber@outlook.com,4/30/2023,Platinum,55.0,hannah.weber@outlook.com,False
CUST_1047,Marie,De Smet,Belgium,Ghent,marie.desmet@icloud.com,7/4/2023,Platinum,45.0,marie.desmet@icloud.com,False
CUST_1048,Arthur,Martin,Luxembourg,Esch-Sur-Alzette,arthur.martin@outlook.com,10/20/2025,Platinum,25.0,arthur.martin@outlook.com,False
CUST_1051,Arthur,Laurent,Luxembourg,Luxembourg City,arthur.laurent@yahoo.com,10/11/2022,Unclassified,54.0,arthur.laurent@yahoo.com,False
CUST_1052,Emma,Peeters,Belgium,Liège,emma.peeters@yahoo.com,7/21/2021,Silver,68.0,emma.peeters@yahoo.com,False
CUST_1053,Paul,Meyer,Germany,Hamburg,paul.meyer@gmail.com,2/7/2023,Unclassified,38.0,paul.meyergmail.com,False
CUST_1054,Paul,Schmidt,Germany,Munich,paul.schmidt@gmail.com,10/17/2023,Gold,32.0,paul.schmidt@gmail.com,False
CUST_1055,Leon,Fischer,Germany,Hamburg,leon.fischer@gmail.com,1/25/2024,Platinum,51.0,leon.fischer@gmail.com,False
CUST_1056,Emma,Laurent,Luxembourg,Esch-Sur-Alzette,emma.laurent@yahoo.com,10/14/2025,Unclassified,38.0,emma.laurent@yahoo.com,False
CUST_1057,Louise,Dubois,Luxembourg,Esch-Sur-Alzette,,1/17/2021,Silver,66.0,,False
CUST_1059,Sofie,Maes,Belgium,Bruges,sofie.maes@gmail.com,8/28/2022,Gold,49.0,sofie.maes@gmail.com,False
CUST_1060,Liam,Bakker,Netherlands,Utrecht,liam.bakker@icloud.com,8/16/2025,Platinum,41.0,liam.bakker@icloud.com,False
CUST_1062,Ben,Schneider,Germany,Cologne,ben.schneider@gmail.com,4/12/2024,Platinum,63.0,ben.schneider@gmail.com,False
CUST_1064,Jules,Martin,France,Lyon,jules.martin@gmail.com,7/19/2021,Gold,57.0,jules.martin@gmail.com,False
CUST_1065,Sophia,Schneider,Germany,Stuttgart,sophia.schneider@icloud.com,4/30/2023,Unclassified,54.0,sophia.schneider@icloud.com,False
CUST_1066,Leon,Müller,Germany,Stuttgart,leon.müller@yahoo.com,1/13/2023,Platinum,66.0,leon.müller@yahoo.com,False
CUST_1067,Louise,Janssens,Luxembourg,Esch-Sur-Alzette,louise.janssens@yahoo.com,7/21/2023,Unclassified,36.0,LOUISE.JANSSENS@YAHOO.COM,False
CUST_1068,Sofie,Mertens,Belgium,Ghent,sofie.mertens@outlook.com,8/27/2025,Unclassified,36.0,sofie.mertens@outlook.com,False
CUST_1069,Sophie,de Vries,Netherlands,Rotterdam,,9/24/2021,Silver,34.0,,False
CUST_1073,Thomas,Willems,Belgium,Antwerp,thomas.willems@gmail.com,12/29/2024,Unclassified,61.0,thomas.willems@gmail.com,False
CUST_1075,Sophia,Schmidt,Germany,Frankfurt,sophia.schmidt@yahoo.com,10/3/2022,Platinum,65.0,sophia.schmidt@yahoo.com,False
CUST_1076,Gabriel,Michel,France,Toulouse,gabriel.michel@gmail.com,3/5/2025,Unclassified,31.0,GABRIEL.MICHEL@GMAIL.COM,False
CUST_1077,Thomas,De Smet,Belgium,Brussels,thomas.desmet@hotmail.com,1/16/2025,Unclassified,41.0,thomas.desmet@hotmail.com,False
CUST_1079,Marie,Willems,Belgium,Antwerp,marie.willems@hotmail.com,6/10/2024,Silver,58.0,marie.willems@hotmail.com,False
CUST_1080,Louis,Janssens,Luxembourg,Luxembourg City,louis.janssens@yahoo.com,1/13/2021,Unclassified,32.0,louis.janssens@yahoo.com,False
CUST_1082,Emma,Martin,France,Lyon,emma.martin@outlook.com,6/27/2023,Unclassified,54.0,EMMA.MARTIN@OUTLOOK.COM,False
CUST_1083,Finn,Schneider,Germany,Munich,finn.schneider@icloud.com,10/21/2024,Platinum,56.0,finn.schneider@icloud.com,False
CUST_1084,Noah,Jacobs,Belgium,Leuven,,10/9/2021,Platinum,41.0,,False
CUST_1085,Sofie,Jacobs,Belgium,Liège,sofie.jacobs@hotmail.com,10/22/2023,Platinum,65.0,sofie.jacobs@hotmail.com,False
CUST_1086,Louise,Mertens,Belgium,Liège,louise.mertens@gmail.com,10/4/2022,Unclassified,59.0,louise.mertens@gmail.com,False
CUST_1089,Emma,Willems,Belgium,Leuven,emma.willems@outlook.com,8/5/2025,Gold,32.0,emma.willems@outlook.com,False
CUST_1090,Lucas,Maes,Belgium,Antwerp,lucas.maes@outlook.com,12/29/2021,Unclassified,63.0,lucas.maes@outlook.com,False
CUST_1091,Sophia,Meyer,Germany,Cologne,sophia.meyer@icloud.com,6/20/2023,Platinum,51.0,sophia.meyer@icloud.com,False
CUST_1092,Louis,Dubois,France,Nice,louis.dubois@gmail.com,8/31/2025,Silver,64.0,louis.dubois@gmail.com,False
CUST_1093,Arthur,Martin,Luxembourg,Luxembourg City,arthur.martin@hotmail.com,5/24/2024,Silver,32.0,arthur.martin@hotmail.com,False
CUST_1096,Thomas,Janssens,Belgium,Leuven,thomas.janssens@hotmail.com,5/19/2024,Silver,44.0,thomas.janssens@hotmail.com,False
CUST_1098,Lucas,Laurent,Luxembourg,Esch-Sur-Alzette,lucas.laurent@icloud.com,3/15/2022,Gold,54.0,lucas.laurent@icloud.com,False
CUST_1102,Chloé,Lefebvre,France,Lyon,chloé.lefebvre@yahoo.com,4/25/2025,Unclassified,47.0,chloé.lefebvre@yahoo.com,False
CUST_1103,Alice,Maes,Luxembourg,Luxembourg City,alice.maes@icloud.com,1/31/2023,Unclassified,29.0,alice.maes@icloud.com,False
CUST_1104,Marie,Janssens,Belgium,Antwerp,marie.janssens@yahoo.com,7/7/2021,Unclassified,37.0,marie.janssens@yahoo.com,False
CUST_1105,Louis,Laurent,France,Paris,louis.laurent@hotmail.com,2/7/2023,Silver,43.0,louis.laurent@hotmail.com,False
CUST_1107,Emma,Janssens,Belgium,Ghent,emma.janssens@outlook.com,12/17/2023,Gold,41.0,emma.janssens@outlook.com,False
CUST_1109,Noah,De Smet,Belgium,Antwerp,noah.desmet@yahoo.com,5/4/2023,Silver,65.0,noah.desmet@yahoo.com,False
CUST_1113,Arthur,Simon,France,Toulouse,arthur.simon@icloud.com,8/9/2022,Platinum,26.0,ARTHUR.SIMON@ICLOUD.COM,False
CUST_1119,Ben,Weber,Germany,Munich,ben.weber@hotmail.com,3/21/2024,Unclassified,46.0,ben.weber@hotmail.com,False
CUST_1120,Arthur,Bernard,France,Paris,arthur.bernard@gmail.com,2/25/2024,Unclassified,39.0,arthur.bernard@gmail.com,False
CUST_1121,Noah,Visser,Netherlands,The Hague,noah.visser@outlook.com,12/31/2024,Platinum,28.0,noah.visser@outlook.com,False
CUST_1122,Emma,Simon,France,Nice,emma.simon@yahoo.com,12/5/2024,Unclassified,46.0,emma.simon@yahoo.com,False
CUST_1123,Emma,Jansen,Netherlands,Rotterdam,emma.jansen@outlook.com,1/26/2023,Gold,58.0,EMMA.JANSEN@OUTLOOK.COM,False
CUST_1124,Lucas,Peeters,Luxembourg,Esch-Sur-Alzette,lucas.peeters@hotmail.com,4/25/2025,Silver,59.0,lucas.peeters@hotmail.com,False
CUST_1126,Liam,van den Berg,Netherlands,Eindhoven,liam.vandenberg@gmail.com,11/28/2021,Gold,68.0,liam.vandenberg@gmail.com,False
CUST_1128,Thomas,Dubois,Luxembourg,Luxembourg City,thomas.dubois@outlook.com,9/22/2025,Silver,25.0,thomas.dubois@outlook.com,False
CUST_1130,Arthur,Laurent,France,Lyon,arthur.laurent@hotmail.com,6/20/2023,Gold,52.0,ARTHUR.LAURENT@HOTMAIL.COM,False
CUST_1131,Gabriel,Dubois,France,Lille,gabriel.dubois@yahoo.com,9/25/2021,Unclassified,55.0,gabriel.dubois@yahoo.com,False
CUST_1133,Liam,de Vries,Netherlands,Eindhoven,liam.devries@yahoo.com,8/15/2023,Unclassified,42.0,liam.devries@yahoo.com,False
CUST_1135,Louis,Lefebvre,France,Paris,louis.lefebvre@hotmail.com,4/6/2023,Silver,48.0,louis.lefebvre@hotmail.com,False
CUST_1136,Louise,De Smet,Luxembourg,Esch-Sur-Alzette,louise.desmet@gmail.com,8/18/2025,Unclassified,66.0,louise.desmet@gmail.com,False
CUST_1137,Lucas,Janssens,Belgium,Bruges,lucas.janssens@yahoo.com,3/27/2025,Unclassified,61.0,lucas.janssens@yahoo.com,False
CUST_1139,Alice,Bernard,France,Toulouse,alice.bernard@icloud.com,8/24/2025,Unclassified,54.0,alice.bernard@icloud.com,False
CUST_1141,Chloé,Willems,Luxembourg,Luxembourg City,chloé.willems@gmail.com,6/23/2024,Gold,47.0,chloé.willems@gmail.com,False
CUST_1142,Daan,Bakker,Netherlands,Amsterdam,,11/15/2024,Unclassified,55.0,,False
CUST_1143,Ben,Meyer,Germany,Munich,ben.meyer@icloud.com,12/13/2023,Unclassified,34.0,ben.meyer@icloud.com,False
CUST_1144,Gabriel,Bernard,Luxembourg,Esch-Sur-Alzette,gabriel.bernard@yahoo.com,2/17/2024,Platinum,42.0,gabriel.bernard@yahoo.com,False
CUST_1146,Finn,Wagner,Germany,Hamburg,finn.wagner@outlook.com,12/11/2022,Platinum,64.0,finn.wagner@outlook.com,False
CUST_1147,Hannah,Schmidt,Germany,Cologne,hannah.schmidt@yahoo.com,6/14/2024,Gold,38.0,hannah.schmidt@yahoo.com,False
CUST_1148,Noah,De Smet,Belgium,Antwerp,noah.desmet@gmail.com,10/27/2024,Unclassified,23.0,noah.desmet@gmail.com,False
CUST_1150,Daan,Jansen,Netherlands,The Hague,daan.jansen@outlook.com,6/2/2025,Platinum,70.0,DAAN.JANSEN@OUTLOOK.COM,False
CUST_1152,Jules,Willems,Luxembourg,Luxembourg City,jules.willems@gmail.com,1/11/2025,Platinum,70.0,jules.willems@gmail.com,False
CUST_1153,Louise,Bernard,France,Nice,louise.bernard@hotmail.com,10/2/2024,Unclassified,31.0,louise.bernard@hotmail.com,False
CUST_1154,Louise,Martin,France,Marseille,louise.martin@hotmail.com,9/11/2022,Silver,59.0,louise.martin@hotmail.com,False
CUST_1155,Alice,Michel,France,Lyon,alice.michel@gmail.com,11/6/2024,Platinum,68.0,alice.michel@gmail.com,False
CUST_1156,Marie,Maes,Belgium,Leuven,marie.maes@outlook.com,3/12/2025,Unclassified,46.0,MARIE.MAES@OUTLOOK.COM,False
CUST_1158,Emma,Janssens,Belgium,Leuven,emma.janssens@icloud.com,10/16/2025,Gold,30.0,emma.janssens@icloud.com,False
CUST_1159,Chloé,Peeters,Luxembourg,Esch-Sur-Alzette,chloé.peeters@gmail.com,4/29/2021,Platinum,66.0,chloé.peeters@gmail.com,False
CUST_1162,Finn,Fischer,Germany,Berlin,finn.fischer@icloud.com,1/6/2024,Gold,31.0,finn.fischer@icloud.com,False
CUST_1164,Sofie,Mertens,Belgium,Liège,sofie.mertens@hotmail.com,5/8/2022,Unclassified,29.0,sofie.mertens@hotmail.com,False
CUST_1165,Lars,Willems,Belgium,Liège,lars.willems@gmail.com,1/11/2024,Gold,26.0,LARS.WILLEMS@GMAIL.COM,False
CUST_1167,Lucas,de Vries,Netherlands,Utrecht,lucas.devries@gmail.com,12/25/2021,Unclassified,50.0,lucas.devries@gmail.com,False
CUST_1168,Ben,Schneider,Germany,Stuttgart,ben.schneider@hotmail.com,11/2/2021,Unclassified,34.0,ben.schneider@hotmail.com,False
CUST_1170,Marie,Mertens,Luxembourg,Luxembourg City,marie.mertens@yahoo.com,10/1/2025,Gold,57.0,marie.mertens@yahoo.com,False
CUST_1171,Marie,Jacobs,Belgium,Liège,marie.jacobs@icloud.com,4/9/2025,Unclassified,65.0,marie.jacobs@icloud.com,False
CUST_1172,Anna,Jansen,Netherlands,Utrecht,anna.jansen@yahoo.com,2/27/2025,Gold,53.0,ANNA.JANSEN@YAHOO.COM,False
CUST_1175,Daan,de Vries,Netherlands,Eindhoven,daan.devries@icloud.com,11/7/2022,Gold,59.0,daan.devries@icloud.com,False
CUST_1179,Sofie,Willems,Belgium,Leuven,,8/11/2022,Unclassified,44.0,,False
CUST_1180,Emma,de Jong,Netherlands,Eindhoven,emma.dejong@outlook.com,12/27/2022,Silver,48.0,emma.dejong@outlook.com,False
CUST_1181,Jules,Laurent,France,Nice,jules.laurent@outlook.com,10/3/2025,Silver,64.0,jules.laurent@outlook.com,False
CUST_1183,Noah,Bernard,Luxembourg,Luxembourg City,noah.bernard@outlook.com,9/1/2023,Platinum,27.0,noah.bernard@outlook.com,False
CUST_1185,Sophie,Bakker,Netherlands,The Hague,sophie.bakker@icloud.com,11/12/2024,Platinum,55.0,sophie.bakker@icloud.com,False
CUST_1186,Emma,Jacobs,Belgium,Antwerp,emma.jacobs@gmail.com,3/24/2023,Silver,43.0,emma.jacobs@gmail.com,False
CUST_1187,Chloé,Laurent,France,Lyon,chloé.laurent@yahoo.com,4/14/2024,Unclassified,28.0,chloé.laurent@yahoo.com,False
CUST_1188,Louise,Michel,France,Paris,louise.michel@gmail.com,11/12/2021,Platinum,43.0,louise.michel@gmail.com,False
CUST_1189,Emma,Janssens,Belgium,Ghent,emma.janssens@hotmail.com,1/19/2022,Unclassified,58.0,emma.janssens@hotmail.com,False
CUST_1190,Alice,Peeters,Luxembourg,Luxembourg City,alice.peeters@gmail.com,10/27/2022,Platinum,23.0,ALICE.PEETERS@GMAIL.COM,False
CUST_1191,Finn,Wagner,Germany,Berlin,finn.wagner@icloud.com,12/14/2021,Gold,33.0,finn.wagner@icloud.com,False
CUST_1192,Arthur,Dubois,France,Toulouse,arthur.dubois@outlook.com,9/19/2023,Platinum,46.0,arthur.duboisoutlook.com,False
CUST_1194,Chloé,Dubois,France,Toulouse,chloé.dubois@icloud.com,2/16/2022,Unclassified,34.0,chloé.dubois@icloud.com,False
CUST_1196,Noah,Willems,Belgium,Leuven,noah.willems@outlook.com,8/4/2023,Unclassified,36.0,noah.willems@outlook.com,False
CUST_1197,Emma,Lefebvre,France,Toulouse,emma.lefebvre@hotmail.com,11/12/2021,Silver,47.0,emma.lefebvre@hotmail.com,False
CUST_1198,Sophia,Weber,Germany,Frankfurt,sophia.weber@icloud.com,1/19/2024,Unclassified,46.0,sophia.weber@icloud.com,False
CUST_1199,Lucas,Peeters,Luxembourg,Luxembourg City,lucas.peeters@yahoo.com,8/14/2024,Platinum,48.0,lucas.peeters@yahoo.com,False
CUST_1203,Emma,Dubois,France,Paris,,6/27/2025,Gold,70.0,,False
CUST_1204,Thomas,Bernard,Luxembourg,Luxembourg City,thomas.bernard@yahoo.com,4/10/2023,Unclassified,34.0,thomas.bernard@yahoo.com,False
CUST_1206,Noah,Michel,Luxembourg,Luxembourg City,noah.michel@yahoo.com,11/2/2025,Platinum,63.0,noah.michel@yahoo.com,False
CUST_1207,Arthur,Dubois,Luxembourg,Esch-Sur-Alzette,arthur.dubois@icloud.com,12/20/2021,Platinum,68.0,arthur.dubois@icloud.com,False
CUST_1208,Lucas,Laurent,Luxembourg,Luxembourg City,lucas.laurent@yahoo.com,11/21/2024,Unclassified,47.0,lucas.laurent@yahoo.com,False
CUST_1209,Marie,Dubois,Luxembourg,Esch-Sur-Alzette,marie.dubois@hotmail.com,8/14/2024,Unclassified,34.0,marie.dubois@hotmail.com,False
CUST_1210,Anna,de Vries,Netherlands,Rotterdam,anna.devries@outlook.com,1/6/2023,Gold,54.0,anna.devries@outlook.com,False
CUST_1212,Noah,Maes,Belgium,Brussels,noah.maes@yahoo.com,3/4/2024,Unclassified,54.0,noah.maes@yahoo.com,False
CUST_1213,Noah,Dubois,Luxembourg,Luxembourg City,noah.dubois@yahoo.com,8/12/2025,Unclassified,69.0,noah.dubois@yahoo.com,False
CUST_1214,Louise,Mertens,Luxembourg,Luxembourg City,louise.mertens@outlook.com,12/15/2022,Unclassified,28.0,louise.mertens@outlook.com,False
CUST_1218,Lucas,van den Berg,Netherlands,Rotterdam,lucas.vandenberg@icloud.com,6/4/2021,Unclassified,28.0,lucas.vandenberg@icloud.com,False
CUST_1220,Mia,Wagner,Germany,Berlin,mia.wagner@icloud.com,10/11/2023,Platinum,41.0,mia.wagner@icloud.com,False
CUST_1221,Marie,Dubois,Luxembourg,Esch-Sur-Alzette,marie.dubois@yahoo.com,,Silver,52.0,marie.dubois@yahoo.com,True
CUST_1222,Lucas,Jacobs,Belgium,Bruges,lucas.jacobs@gmail.com,9/28/2021,Gold,42.0,lucas.jacobs@gmail.com,False
CUST_1223,Emma,Michel,France,Marseille,emma.michel@yahoo.com,4/17/2021,Gold,42.0,emma.michel@yahoo.com,False
CUST_1224,Emma,Meyer,Germany,Berlin,emma.meyer@gmail.com,11/30/2023,Silver,23.0,EMMA.MEYER@GMAIL.COM,False
CUST_1225,Emma,Lefebvre,France,Toulouse,emma.lefebvre@outlook.com,7/9/2025,Platinum,43.0,emma.lefebvre@outlook.com,False
CUST_1226,Gabriel,Laurent,France,Lyon,gabriel.laurent@outlook.com,12/3/2021,Gold,69.0,gabriel.laurentoutlook.com,False
CUST_1227,Lucas,Bakker,Netherlands,The Hague,lucas.bakker@outlook.com,4/22/2024,Unclassified,45.0,LUCAS.BAKKER@OUTLOOK.COM,False
CUST_1229,Louise,Simon,France,Nice,louise.simon@icloud.com,5/25/2025,Unclassified,38.0,louise.simon@icloud.com,False
CUST_1231,Finn,Schneider,Germany,Cologne,finn.schneider@outlook.com,2/4/2021,Platinum,23.0,finn.schneider@outlook.com,False
CUST_1232,Daan,de Jong,Netherlands,The Hague,daan.dejong@icloud.com,5/18/2023,Unclassified,28.0,daan.dejong@icloud.com,False
CUST_1233,Marie,Willems,Luxembourg,Luxembourg City,marie.willems@yahoo.com,11/15/2021,Unclassified,48.0,marie.willemsyahoo.com,False
CUST_1235,Emma,de Jong,Netherlands,Rotterdam,emma.dejong@gmail.com,5/23/2025,Gold,39.0,emma.dejong@gmail.com,False
CUST_1237,Lars,Jacobs,Belgium,Leuven,lars.jacobs@yahoo.com,11/19/2021,Unclassified,29.0,lars.jacobsyahoo.com,False
CUST_1239,Louise,Peeters,Belgium,Ghent,louise.peeters@outlook.com,6/9/2021,Unclassified,30.0,louise.peeters@outlook.com,False
CUST_1241,Lars,Janssens,Belgium,Ghent,lars.janssens@outlook.com,5/12/2022,Unclassified,60.0,lars.janssens@outlook.com,False
CUST_1242,Sophie,Jansen,Netherlands,Amsterdam,,11/21/2024,Silver,44.0,,False
CUST_1244,Lucas,Visser,Netherlands,Utrecht,lucas.visser@hotmail.com,10/1/2021,Silver,48.0,LUCAS.VISSER@HOTMAIL.COM,False
CUST_1246,Chloé,Dubois,France,Lyon,chloé.dubois@gmail.com,8/12/2021,Unclassified,33.0,CHLOÉ.DUBOIS@GMAIL.COM,False
CUST_1248,Noah,Visser,Netherlands,Eindhoven,noah.visser@gmail.com,12/27/2024,Unclassified,45.0,noah.visser@gmail.com,False
CUST_1250,Emma,van den Berg,Netherlands,Amsterdam,emma.vandenberg@outlook.com,4/1/2022,Platinum,48.0,EMMA.VANDENBERG@OUTLOOK.COM,False
CUST_1251,Marie,Mertens,Belgium,Brussels,marie.mertens@gmail.com,7/16/2025,Silver,44.0,marie.mertens@gmail.com,False
CUST_1252,Lars,Janssens,Belgium,Antwerp,lars.janssens@icloud.com,2/23/2023,Platinum,34.0,lars.janssens@icloud.com,False
CUST_1253,Liam,de Vries,Netherlands,Utrecht,liam.devries@hotmail.com,5/19/2022,Unclassified,54.0,LIAM.DEVRIES@HOTMAIL.COM,False
CUST_1254,Chloé,Janssens,Luxembourg,Luxembourg City,chloé.janssens@yahoo.com,6/21/2025,Unclassified,63.0,chloé.janssens@yahoo.com,False
CUST_1255,Louise,Mertens,Belgium,Liège,louise.mertens@yahoo.com,3/4/2024,Platinum,47.0,louise.mertens@yahoo.com,False
CUST_1256,Daan,de Vries,Netherlands,Eindhoven,,7/15/2025,Platinum,56.0,,False
CUST_1257,Lars,Maes,Luxembourg,Luxembourg City,lars.maes@outlook.com,2/18/2025,Unclassified,37.0,lars.maes@outlook.com,False
CUST_1261,Lucas,Willems,Belgium,Liège,lucas.willems@outlook.com,5/29/2021,Unclassified,65.0,lucas.willems@outlook.com,False
CUST_1263,Julia,Jansen,Netherlands,Eindhoven,julia.jansen@outlook.com,12/30/2021,Unclassified,67.0,julia.jansen@outlook.com,False
CUST_1264,Ben,Schmidt,Germany,Cologne,ben.schmidt@yahoo.com,3/4/2024,Gold,54.0,ben.schmidt@yahoo.com,False
CUST_1265,Emma,Bernard,France,Marseille,emma.bernard@yahoo.com,12/22/2024,Platinum,69.0,emma.bernard@yahoo.com,False
CUST_1266,Ben,Schneider,Germany,Munich,ben.schneider@outlook.com,1/15/2025,Unclassified,47.5,ben.schneider@outlook.com,False
CUST_1267,Finn,Schmidt,Germany,Frankfurt,finn.schmidt@hotmail.com,8/25/2025,Gold,59.0,finn.schmidt@hotmail.com,False
CUST_1268,Anna,de Jong,Netherlands,Amsterdam,,12/2/2022,Gold,47.0,,False
CUST_1269,Emma,Maes,Belgium,Leuven,emma.maes@icloud.com,8/31/2024,Gold,50.0,emma.maes@icloud.com,False
CUST_1270,Emma,Maes,Belgium,Antwerp,emma.maes@outlook.com,1/12/2024,Platinum,41.0,emma.maes@outlook.com,False
CUST_1271,Emma,de Jong,Netherlands,The Hague,emma.dejong@icloud.com,1/8/2021,Unclassified,41.0,emma.dejong@icloud.com,False
CUST_1272,Hannah,Müller,Germany,Berlin,hannah.müller@outlook.com,9/25/2025,Unclassified,48.0,hannah.müller@outlook.com,False
CUST_1274,Leon,Schmidt,Germany,Hamburg,leon.schmidt@icloud.com,6/25/2021,Unclassified,57.0,leon.schmidticloud.com,False
CUST_1276,Emma,Laurent,France,Lille,emma.laurent@gmail.com,10/19/2024,Silver,32.0,emma.laurent@gmail.com,False
CUST_1277,Paul,Schmidt,Germany,Munich,paul.schmidt@outlook.com,6/11/2023,Gold,63.0,paul.schmidt@outlook.com,False
CUST_1278,Louis,De Smet,Luxembourg,Luxembourg City,louis.desmet@gmail.com,7/20/2022,Unclassified,23.0,louis.desmet@gmail.com,False
CUST_1279,Alice,Peeters,Luxembourg,Esch-Sur-Alzette,alice.peeters@outlook.com,7/25/2021,Silver,59.0,alice.peeters@outlook.com,False
CUST_1280,Alice,Laurent,France,Marseille,alice.laurent@hotmail.com,12/19/2021,Unclassified,32.0,alice.laurent@hotmail.com,False
CUST_1281,Arthur,Janssens,Luxembourg,Esch-Sur-Alzette,arthur.janssens@yahoo.com,7/5/2022,Platinum,24.0,ARTHUR.JANSSENS@YAHOO.COM,False
CUST_1283,Emma,Schmidt,Germany,Frankfurt,emma.schmidt@outlook.com,11/24/2023,Unclassified,26.0,emma.schmidt@outlook.com,False
CUST_1284,Emma,de Vries,Netherlands,Eindhoven,emma.devries@hotmail.com,3/1/2021,Silver,35.0,emma.devries@hotmail.com,False
CUST_1286,Julia,van den Berg,Netherlands,Eindhoven,julia.vandenberg@hotmail.com,12/18/2022,Silver,39.0,julia.vandenberg@hotmail.com,False
CUST_1287,Louis,Laurent,France,Paris,louis.laurent@outlook.com,3/30/2022,Gold,66.0,louis.laurent@outlook.com,False
CUST_1288,Jules,Simon,France,Paris,jules.simon@gmail.com,6/29/2025,Platinum,47.0,JULES.SIMON@GMAIL.COM,False
CUST_1289,Emma,Simon,Luxembourg,Esch-Sur-Alzette,emma.simon@hotmail.com,3/23/2022,Unclassified,66.0,emma.simon@hotmail.com,False
CUST_1290,Arthur,Dubois,Luxembourg,Luxembourg City,arthur.dubois@gmail.com,2/6/2023,Unclassified,61.0,arthur.dubois@gmail.com,False
CUST_1291,Arthur,Michel,France,Paris,arthur.michel@hotmail.com,10/31/2025,Platinum,64.0,arthur.michelhotmail.com,False
CUST_1292,Liam,Bakker,Netherlands,Rotterdam,liam.bakker@gmail.com,9/14/2024,Silver,31.0,liam.bakker@gmail.com,False
CUST_1293,Leon,Schneider,Germany,Frankfurt,leon.schneider@hotmail.com,3/17/2024,Gold,44.0,LEON.SCHNEIDER@HOTMAIL.COM,False
CUST_1294,Chloé,Laurent,Luxembourg,Esch-Sur-Alzette,chloé.laurent@icloud.com,2/18/2024,Unclassified,29.0,chloé.laurent@icloud.com,False
CUST_1296,Mia,Schneider,Germany,Hamburg,mia.schneider@icloud.com,7/23/2024,Silver,62.0,mia.schneider@icloud.com,False
